id,failure
26753,4345.799999999999
26754,12154.9
26755,468.04999999999995
26756,2135.25
26757,15477.4
26758,18229.35
26759,13982.149999999998
26760,15450.699999999999
26761,2654.35
26762,1171.9499999999998
26763,8068.249999999999
26764,4405.2
26765,3828.8
26766,1775.6499999999999
26767,3571.3
26768,15688.6
26769,2439.6
26770,19229.399999999998
26771,10814.8
26772,2257.6
26773,10002.75
26774,19888.35
26775,5499.6
26776,379.04999999999995
26777,5267.5
26778,13387.199999999999
26779,16903.449999999997
26780,5338.25
26781,9045.5
26782,16647.6
26783,20349.0
26784,3004.25
26785,10648.75
26786,375.84999999999997
26787,449.84999999999997
26788,8596.7
26789,18417.449999999997
26790,2561.0499999999997
26791,15725.8
26792,17090.3
26793,16138.949999999999
26794,8814.25
26795,13439.0
26796,8639.75
26797,9332.9
26798,7917.15
26799,15837.25
26800,14186.3
26801,15059.3
26802,12381.199999999999
26803,8486.25
26804,13610.5
26805,14457.75
26806,17552.1
26807,14512.4
26808,13407.849999999999
26809,17601.1
26810,10996.3
26811,5817.15
26812,9080.5
26813,12533.5
26814,18234.65
26815,10959.699999999999
26816,16099.349999999999
26817,14097.999999999998
26818,620.95
26819,7439.65
26820,1112.4499999999998
26821,2813.0999999999995
26822,16117.75
26823,5305.2
26824,13251.349999999999
26825,16739.55
26826,760.25
26827,7514.65
26828,19278.95
26829,1142.75
26830,13180.8
26831,1445.0
26832,12679.25
26833,15688.9
26834,19966.449999999997
26835,6487.449999999999
26836,12167.699999999999
26837,13216.999999999998
26838,1675.85
26839,11740.949999999999
26840,8035.75
26841,6156.75
26842,19570.0
26843,18216.05
26844,14781.0
26845,3481.3
26846,20378.3
26847,11865.949999999999
26848,1505.5499999999997
26849,10188.5
26850,11323.8
26851,11036.15
26852,13199.35
26853,4415.049999999999
26854,20530.0
26855,13058.699999999999
26856,19927.85
26857,3454.6499999999996
26858,9441.15
26859,977.0999999999999
26860,14033.949999999999
26861,7592.049999999999
26862,7201.65
26863,806.95
26864,12826.65
26865,908.5999999999999
26866,16721.399999999998
26867,10766.399999999998
26868,12339.0
26869,20355.85
26870,3499.0499999999993
26871,14064.649999999998
26872,9655.0
26873,10147.15
26874,4433.15
26875,298.4
26876,6154.25
26877,16328.3
26878,19005.3
26879,3875.85
26880,7316.25
26881,12557.95
26882,5982.5
26883,9289.45
26884,14829.55
26885,14076.4
26886,8339.849999999999
26887,11864.25
26888,1083.0
26889,8280.05
26890,7173.099999999999
26891,25.349999999999998
26892,2975.5999999999995
26893,7562.200000000001
26894,17980.75
26895,20325.0
26896,18447.25
26897,3667.75
26898,2906.5499999999997
26899,9189.15
26900,173.89999999999998
26901,10400.4
26902,7948.15
26903,5995.5
26904,5286.65
26905,16149.55
26906,13340.099999999999
26907,9652.45
26908,15215.099999999999
26909,17608.75
26910,15512.299999999997
26911,7533.15
26912,382.85
26913,14629.999999999998
26914,902.0999999999999
26915,11323.05
26916,1050.6499999999999
26917,17619.1
26918,11725.349999999999
26919,15576.75
26920,15443.7
26921,1541.6999999999998
26922,16108.599999999999
26923,18286.05
26924,1782.05
26925,137.25
26926,18299.0
26927,20219.2
26928,10582.899999999998
26929,16751.299999999996
26930,12147.95
26931,11633.0
26932,2176.1499999999996
26933,5914.65
26934,3394.8
26935,472.54999999999995
26936,4891.6
26937,6854.549999999999
26938,6624.249999999999
26939,16751.1
26940,133.25
26941,2033.1
26942,12935.449999999999
26943,4867.9
26944,4541.45
26945,19919.55
26946,19817.649999999998
26947,7001.799999999999
26948,695.5499999999998
26949,12712.599999999999
26950,6356.049999999999
26951,7336.049999999999
26952,16601.399999999998
26953,15898.3
26954,18603.0
26955,3425.5
26956,5808.45
26957,11242.199999999999
26958,2053.85
26959,15741.349999999999
26960,7677.75
26961,13384.449999999999
26962,11047.999999999998
26963,15699.95
26964,1350.0
26965,4844.299999999999
26966,16504.8
26967,15631.75
26968,2919.25
26969,19762.05
26970,18788.3
26971,17993.9
26972,8905.25
26973,7378.799999999999
26974,15190.55
26975,5878.15
26976,5012.5
26977,14825.65
26978,19101.3
26979,449.79999999999995
26980,15562.45
26981,1125.95
26982,14723.349999999999
26983,16737.1
26984,5518.449999999999
26985,7161.099999999999
26986,18562.25
26987,14468.8
26988,10167.75
26989,3398.3999999999996
26990,13326.449999999999
26991,17266.699999999997
26992,7669.0999999999985
26993,20183.65
26994,16088.349999999999
26995,8072.950000000001
26996,4368.45
26997,15346.949999999997
26998,14006.05
26999,7911.949999999999
27000,14182.3
27001,3043.0
27002,16420.149999999998
27003,9593.349999999999
27004,9632.099999999999
27005,18255.8
27006,5986.799999999999
27007,8953.349999999999
27008,19487.55
27009,14987.0
27010,3221.0499999999993
27011,7805.25
27012,19396.949999999997
27013,15589.699999999997
27014,9993.649999999998
27015,800.2
27016,341.75
27017,15902.899999999998
27018,19088.3
27019,10510.9
27020,16611.649999999998
27021,12051.05
27022,4559.599999999999
27023,17762.2
27024,5497.549999999999
27025,20435.4
27026,5775.45
27027,6416.65
27028,7867.799999999999
27029,15766.2
27030,20579.949999999997
27031,3032.35
27032,6178.3
27033,5368.45
27034,877.3999999999999
27035,18975.25
27036,11923.0
27037,2934.6
27038,17166.35
27039,9200.6
27040,3182.7
27041,17916.6
27042,15039.55
27043,637.6999999999999
27044,14081.900000000001
27045,6974.2
27046,2.0
27047,8551.75
27048,11995.649999999998
27049,5094.049999999999
27050,13587.399999999998
27051,17593.05
27052,15883.599999999999
27053,5254.049999999999
27054,7090.449999999999
27055,8362.349999999999
27056,3044.5499999999997
27057,10986.449999999999
27058,14516.099999999999
27059,10336.8
27060,11392.199999999999
27061,5948.35
27062,16067.899999999998
27063,2572.35
27064,5427.15
27065,1176.4
27066,6335.9
27067,20418.6
27068,13905.899999999998
27069,88.25
27070,15891.349999999999
27071,8608.9
27072,20384.55
27073,20261.8
27074,19754.9
27075,1163.9
27076,14816.149999999998
27077,12625.849999999999
27078,2935.7999999999997
27079,11269.099999999999
27080,2132.5499999999997
27081,7940.6
27082,3064.4999999999995
27083,936.3499999999999
27084,20165.0
27085,10712.05
27086,16847.0
27087,13275.099999999999
27088,20368.0
27089,173.55
27090,4368.499999999999
27091,5046.549999999999
27092,771.8999999999999
27093,7500.449999999999
27094,10854.65
27095,16005.449999999999
27096,7089.2
27097,15593.5
27098,3816.0
27099,14485.2
27100,479.04999999999995
27101,5470.45
27102,8080.049999999999
27103,2538.1
27104,12676.649999999998
27105,6402.0
27106,20566.449999999997
27107,7725.5
27108,16819.45
27109,943.1999999999999
27110,15835.949999999999
27111,15744.899999999998
27112,10076.5
27113,5508.9
27114,9372.05
27115,16544.049999999996
27116,18305.85
27117,932.5999999999999
27118,999.55
27119,5469.4
27120,15189.15
27121,2630.2
27122,18255.85
27123,15254.5
27124,20674.549999999996
27125,198.95
27126,12137.45
27127,18711.55
27128,6188.049999999999
27129,12826.15
27130,7680.4
27131,1887.25
27132,1696.2999999999997
27133,15414.55
27134,17478.5
27135,19289.149999999998
27136,8691.949999999999
27137,3354.8499999999995
27138,14399.3
27139,18524.85
27140,1056.15
27141,18976.649999999998
27142,20437.55
27143,2103.8999999999996
27144,5708.099999999999
27145,2730.55
27146,1172.0
27147,5342.449999999999
27148,7217.3499999999985
27149,16574.35
27150,2147.0
27151,2141.6
27152,7026.999999999998
27153,14426.95
27154,5898.499999999999
27155,17503.7
27156,7183.3499999999985
27157,14905.449999999999
27158,8962.199999999999
27159,6622.7
27160,5103.499999999999
27161,394.34999999999997
27162,8648.0
27163,13738.25
27164,8889.5
27165,2293.45
27166,12614.099999999999
27167,12977.0
27168,16260.149999999998
27169,10720.05
27170,17478.35
27171,3338.6499999999996
27172,11003.849999999999
27173,1577.6499999999999
27174,8767.7
27175,2020.25
27176,9821.9
27177,11448.05
27178,9679.949999999999
27179,17232.75
27180,3528.3
27181,11632.849999999999
27182,1229.6
27183,19623.3
27184,19405.0
27185,18925.6
27186,2273.0
27187,18646.7
27188,17761.9
27189,9646.85
27190,14231.899999999998
27191,9225.45
27192,15785.349999999999
27193,1080.5
27194,18205.6
27195,16892.649999999998
27196,16687.899999999998
27197,10016.199999999999
27198,6870.5
27199,12238.2
27200,9680.1
27201,11526.599999999999
27202,16255.349999999999
27203,14787.349999999999
27204,15327.75
27205,11076.3
27206,1082.3
27207,13115.65
27208,16353.799999999997
27209,10007.15
27210,14052.849999999999
27211,18826.399999999998
27212,5431.549999999999
27213,8984.15
27214,12554.0
27215,7843.85
27216,15022.949999999999
27217,9019.05
27218,7555.249999999999
27219,4042.45
27220,3947.6
27221,13345.199999999997
27222,5987.049999999999
27223,13630.75
27224,16874.8
27225,12717.199999999999
27226,6633.6
27227,13696.05
27228,10671.849999999999
27229,12975.249999999998
27230,4991.75
27231,15379.999999999998
27232,15759.199999999997
27233,7415.699999999999
27234,6401.349999999999
27235,9724.199999999999
27236,18592.949999999997
27237,5293.549999999999
27238,8214.15
27239,8598.349999999999
27240,11276.1
27241,13119.25
27242,3494.0
27243,5372.4
27244,12886.4
27245,6816.45
27246,13372.85
27247,10151.4
27248,14121.15
27249,2226.2999999999997
27250,14787.05
27251,13146.449999999999
27252,6506.099999999999
27253,13736.9
27254,6861.6
27255,14191.8
27256,16322.05
27257,18516.05
27258,16516.35
27259,15650.35
27260,10002.949999999999
27261,7769.75
27262,18827.25
27263,1557.65
27264,10612.05
27265,5805.599999999999
27266,10443.199999999999
27267,19947.1
27268,2123.7499999999995
27269,13623.5
27270,1917.1999999999998
27271,7741.299999999999
27272,4526.25
27273,7309.649999999999
27274,11682.15
27275,16711.05
27276,7079.2
27277,9590.649999999998
27278,9265.05
27279,5562.15
27280,6097.9
27281,20268.55
27282,3212.95
27283,6455.549999999999
27284,17657.6
27285,19537.949999999997
27286,14104.849999999999
27287,11558.749999999998
27288,19916.949999999997
27289,12013.300000000001
27290,20331.4
27291,18634.3
27292,5419.65
27293,7471.75
27294,17125.2
27295,4109.95
27296,10897.55
27297,13309.2
27298,15042.55
27299,6834.25
27300,13371.05
27301,1544.2
27302,15515.35
27303,5769.9
27304,17543.0
27305,10225.75
27306,19005.449999999997
27307,12428.749999999998
27308,13603.849999999999
27309,16214.05
27310,2768.6
27311,12949.800000000001
27312,8856.05
27313,2940.2499999999995
27314,10016.55
27315,14500.349999999999
27316,20579.449999999997
27317,11264.55
27318,7156.999999999998
27319,16204.449999999997
27320,14139.5
27321,4849.0
27322,11609.6
27323,8485.8
27324,340.7
27325,2309.95
27326,1117.7499999999998
27327,2554.7999999999997
27328,1098.5
27329,14916.35
27330,7076.25
27331,3172.5
27332,11590.55
27333,18895.1
27334,16570.3
27335,14794.3
27336,11085.4
27337,3497.2499999999995
27338,10060.0
27339,18565.199999999997
27340,10347.9
27341,2543.6
27342,19750.0
27343,20328.75
27344,18972.3
27345,7635.849999999999
27346,13340.15
27347,1508.25
27348,16300.5
27349,17766.399999999998
27350,7857.099999999999
27351,11050.8
27352,17548.8
27353,9619.8
27354,14707.0
27355,12736.099999999999
27356,5889.799999999999
27357,6510.4
27358,8856.0
27359,20675.449999999997
27360,4818.049999999999
27361,10313.15
27362,16872.1
27363,11151.149999999998
27364,6036.950000000001
27365,11877.55
27366,8058.0999999999985
27367,10611.25
27368,19894.699999999997
27369,6905.0999999999985
27370,16205.2
27371,4566.45
27372,18478.749999999996
27373,13585.05
27374,16789.5
27375,17275.899999999998
27376,7102.199999999999
27377,1628.3
27378,16105.199999999997
27379,6132.7
27380,12330.199999999999
27381,6031.0
27382,3675.95
27383,3157.35
27384,15659.099999999999
27385,737.0999999999999
27386,12685.9
27387,6757.299999999999
27388,7446.85
27389,17182.65
27390,8522.5
27391,11424.0
27392,13168.449999999999
27393,19779.5
27394,7540.65
27395,13625.3
27396,17275.6
27397,4477.599999999999
27398,15378.399999999998
27399,13079.099999999999
27400,11906.650000000001
27401,17176.95
27402,11735.5
27403,5018.7
27404,20676.05
27405,16693.8
27406,16626.949999999997
27407,13889.499999999998
27408,3512.95
27409,3629.8999999999996
27410,1117.4499999999998
27411,2297.5
27412,10770.599999999999
27413,19265.1
27414,8584.85
27415,16585.35
27416,8892.849999999999
27417,1703.5999999999997
27418,15039.699999999997
27419,17613.0
27420,19009.699999999997
27421,2619.1499999999996
27422,15957.199999999999
27423,1058.1
27424,492.45000000000005
27425,5694.95
27426,8787.25
27427,12918.849999999999
27428,16972.25
27429,14801.849999999999
27430,4779.7
27431,14898.099999999999
27432,6232.9
27433,12142.3
27434,17130.85
27435,11394.4
27436,3698.1499999999996
27437,13644.9
27438,983.8499999999999
27439,5424.549999999999
27440,6163.349999999999
27441,3377.0
27442,12029.0
27443,7103.4
27444,18255.85
27445,8018.1
27446,10299.8
27447,15716.8
27448,10448.05
27449,12010.4
27450,18440.8
27451,2788.45
27452,14021.449999999997
27453,15382.949999999999
27454,3544.3999999999996
27455,9822.3
27456,1621.6999999999998
27457,8821.65
27458,615.3
27459,19679.899999999998
27460,9382.0
27461,7088.5
27462,8969.4
27463,3749.7
27464,11259.449999999999
27465,3661.5499999999997
27466,16056.25
27467,10294.3
27468,15949.5
27469,20082.699999999997
27470,988.9
27471,1699.8000000000002
27472,4146.349999999999
27473,3536.8999999999996
27474,13660.849999999999
27475,17285.649999999998
27476,9670.7
27477,19533.9
27478,11453.55
27479,19707.8
27480,4142.4
27481,17821.1
27482,10174.65
27483,7473.95
27484,16626.2
27485,15899.599999999999
27486,19555.8
27487,5691.449999999999
27488,1584.6999999999998
27489,1487.0
27490,8703.45
27491,16558.3
27492,2012.75
27493,12526.65
27494,14525.3
27495,7308.7
27496,15306.95
27497,18238.55
27498,6648.699999999999
27499,2063.0
27500,13826.349999999999
27501,18015.65
27502,18297.0
27503,6325.5
27504,12618.349999999999
27505,4329.549999999999
27506,5316.949999999999
27507,16188.399999999998
27508,19042.399999999998
27509,3272.0499999999997
27510,1264.25
27511,4104.4
27512,14803.3
27513,9555.699999999999
27514,10561.0
27515,14504.649999999998
27516,3566.1499999999996
27517,8200.85
27518,6525.15
27519,17109.55
27520,5524.5
27521,5827.15
27522,4517.5
27523,13303.149999999998
27524,10013.2
27525,18541.1
27526,12650.649999999998
27527,20672.949999999997
27528,15498.849999999999
27529,9829.599999999999
27530,602.25
27531,17894.4
27532,7700.65
27533,8716.949999999999
27534,8542.2
27535,11566.199999999999
27536,11680.900000000001
27537,10630.55
27538,2205.8
27539,18768.55
27540,9487.949999999999
27541,5150.4
27542,3392.8999999999996
27543,18666.3
27544,12337.0
27545,7326.25
27546,20757.3
27547,18974.649999999998
27548,19555.85
27549,7168.0
27550,15687.599999999999
27551,4912.049999999999
27552,17360.399999999998
27553,12747.649999999998
27554,1507.6999999999998
27555,8216.849999999999
27556,10111.0
27557,17292.25
27558,399.54999999999995
27559,19945.5
27560,13419.7
27561,20149.85
27562,14032.05
27563,16263.449999999999
27564,20193.95
27565,14959.099999999999
27566,4353.099999999999
27567,5566.95
27568,20318.05
27569,7464.75
27570,20228.149999999998
27571,4973.349999999999
27572,7162.749999999998
27573,14378.8
27574,19346.649999999998
27575,19100.0
27576,13199.550000000001
27577,9932.25
27578,19741.299999999996
27579,9978.25
27580,8395.65
27581,10075.599999999999
27582,7505.1
27583,12617.9
27584,8115.349999999999
27585,10230.25
27586,12252.650000000001
27587,19127.25
27588,17839.85
27589,7395.9
27590,5610.75
27591,10652.649999999998
27592,4518.15
27593,15706.049999999997
27594,7878.149999999999
27595,9590.099999999999
27596,14024.299999999997
27597,1080.4499999999998
27598,17605.45
27599,19483.05
27600,17459.1
27601,11073.4
27602,5711.15
27603,18322.949999999997
27604,16551.6
27605,3186.5
27606,11579.75
27607,17399.2
27608,12877.599999999999
27609,1365.8
27610,9698.9
27611,11108.5
27612,12471.15
27613,12747.399999999998
27614,20316.35
27615,133.45
27616,13412.7
27617,7247.299999999999
27618,4662.299999999999
27619,6953.3
27620,8403.4
27621,7032.049999999999
27622,18441.449999999997
27623,3195.7999999999997
27624,2406.45
27625,12706.6
27626,3821.2
27627,10346.349999999999
27628,16010.75
27629,13281.75
27630,14074.4
27631,966.15
27632,14005.25
27633,9094.55
27634,20727.649999999998
27635,8627.999999999998
27636,18929.899999999998
27637,17938.75
27638,5616.75
27639,11786.1
27640,16174.699999999999
27641,433.99999999999994
27642,3796.2
27643,16643.4
27644,7379.65
27645,11295.85
27646,14065.75
27647,18313.999999999996
27648,1737.0499999999997
27649,6391.5
27650,12135.1
27651,5362.9
27652,4475.8
27653,13786.25
27654,9884.349999999999
27655,14080.05
27656,13432.15
27657,14900.599999999999
27658,18746.75
27659,3733.8999999999996
27660,6350.549999999999
27661,16722.7
27662,13912.599999999999
27663,7629.15
27664,3714.75
27665,10967.949999999999
27666,13427.899999999998
27667,12969.55
27668,812.3
27669,908.8499999999999
27670,5399.3
27671,17011.85
27672,15549.15
27673,3546.8
27674,14592.949999999999
27675,8713.75
27676,15890.499999999998
27677,13675.650000000001
27678,14054.399999999998
27679,5533.95
27680,19447.1
27681,5341.049999999999
27682,13682.3
27683,13684.699999999999
27684,7832.8499999999985
27685,9334.749999999998
27686,4856.75
27687,4566.15
27688,5192.5
27689,991.1999999999999
27690,674.9499999999999
27691,20621.05
27692,13953.099999999999
27693,18039.25
27694,15067.2
27695,8062.049999999999
27696,19740.25
27697,19968.899999999998
27698,1037.1999999999998
27699,7950.35
27700,14206.649999999998
27701,1375.5
27702,7167.65
27703,5385.549999999999
27704,17681.699999999997
27705,12115.35
27706,803.95
27707,12584.649999999998
27708,5541.35
27709,9316.5
27710,4951.95
27711,20331.5
27712,5757.05
27713,12649.25
27714,16867.25
27715,6680.4
27716,19519.949999999997
27717,3879.5
27718,6294.4
27719,6714.699999999999
27720,3575.0499999999997
27721,3396.05
27722,12180.550000000001
27723,10883.849999999999
27724,20700.199999999997
27725,5765.85
27726,10083.15
27727,1948.8
27728,85.54999999999998
27729,927.5
27730,12339.999999999998
27731,1575.7999999999997
27732,7026.85
27733,13750.149999999998
27734,9834.5
27735,18497.5
27736,19205.75
27737,19646.55
27738,3657.45
27739,14283.8
27740,7465.1
27741,6951.949999999999
27742,10200.25
27743,15722.2
27744,17656.1
27745,9400.3
27746,8238.4
27747,6362.05
27748,13698.65
27749,7652.8499999999985
27750,12294.8
27751,3968.0499999999993
27752,12243.149999999998
27753,10123.65
27754,5666.0
27755,19055.8
27756,2648.1
27757,9697.9
27758,8932.65
27759,6317.049999999999
27760,19452.1
27761,2070.3999999999996
27762,11489.349999999999
27763,8666.65
27764,2756.6
27765,20074.5
27766,12050.599999999999
27767,16020.449999999999
27768,12407.25
27769,8929.699999999999
27770,17570.55
27771,3284.5
27772,11715.05
27773,13020.9
27774,12374.349999999999
27775,3291.2
27776,12270.199999999999
27777,20574.899999999998
27778,7960.199999999999
27779,17018.949999999997
27780,426.35
27781,19286.899999999998
27782,4529.349999999999
27783,19073.3
27784,2703.1499999999996
27785,15667.499999999998
27786,17523.7
27787,10262.75
27788,8724.0
27789,9793.949999999999
27790,16524.4
27791,6936.65
27792,18834.75
27793,334.4
27794,10272.349999999999
27795,20578.55
27796,5923.25
27797,9248.0
27798,737.65
27799,17394.6
27800,9928.699999999999
27801,14433.15
27802,12487.05
27803,17898.85
27804,15867.849999999999
27805,18245.199999999997
27806,20724.55
27807,3297.35
27808,19732.4
27809,17247.799999999996
27810,9846.449999999999
27811,15684.5
27812,20629.15
27813,2762.2999999999997
27814,2666.95
27815,6489.049999999999
27816,12577.599999999999
27817,2304.2999999999997
27818,2855.45
27819,8625.4
27820,20435.05
27821,1066.6
27822,14453.25
27823,1986.7499999999998
27824,20152.6
27825,13307.849999999999
27826,1403.3999999999999
27827,15339.05
27828,8940.599999999999
27829,4472.2
27830,16918.399999999998
27831,20065.15
27832,4389.5
27833,2114.0499999999997
27834,10856.8
27835,4783.0
27836,6541.6
27837,8586.05
27838,4743.8
27839,18118.9
27840,11634.25
27841,16576.25
27842,11037.199999999999
27843,6267.8
27844,5894.5
27845,13687.349999999999
27846,18842.199999999997
27847,15908.499999999998
27848,18692.65
27849,6593.249999999999
27850,14788.449999999999
27851,20273.1
27852,951.4499999999999
27853,10835.65
27854,9670.4
27855,7823.9
27856,1143.1499999999999
27857,10378.849999999999
27858,2789.25
27859,1370.8999999999999
27860,12970.949999999999
27861,1530.0
27862,3810.6499999999996
27863,16436.85
27864,12231.6
27865,3352.0999999999995
27866,3124.0
27867,4333.2
27868,19133.449999999997
27869,11556.25
27870,8675.8
27871,17926.35
27872,1933.1999999999998
27873,9929.199999999999
27874,9789.15
27875,19688.0
27876,9622.3
27877,6405.15
27878,2356.55
27879,6021.35
27880,6452.249999999999
27881,1230.85
27882,14484.699999999999
27883,9083.55
27884,13696.349999999999
27885,20020.0
27886,11421.65
27887,4038.7999999999993
27888,20761.999999999996
27889,15181.949999999997
27890,17653.45
27891,2044.15
27892,9061.45
27893,19742.3
27894,4928.0
27895,2948.1499999999996
27896,16882.25
27897,16948.05
27898,19509.15
27899,20180.899999999998
27900,1123.5
27901,4261.2
27902,2111.35
27903,14825.05
27904,1584.2
27905,6757.499999999999
27906,4522.2
27907,12283.1
27908,8110.499999999998
27909,10863.85
27910,8889.349999999999
27911,16936.35
27912,661.5
27913,971.8499999999999
27914,9952.8
27915,3884.5
27916,2871.75
27917,9147.9
27918,9234.9
27919,20654.65
27920,11753.4
27921,12457.099999999999
27922,4284.799999999999
27923,2069.35
27924,9957.0
27925,631.4
27926,3967.5499999999997
27927,1479.3
27928,1107.8999999999999
27929,14586.849999999999
27930,4007.05
27931,19458.5
27932,11603.749999999998
27933,13213.399999999998
27934,18355.5
27935,7360.15
27936,6491.6
27937,15648.2
27938,16254.05
27939,6098.299999999999
27940,4382.15
27941,18579.05
27942,6476.299999999999
27943,1616.5499999999997
27944,20373.1
27945,2574.8499999999995
27946,15438.400000000001
27947,9859.6
27948,5316.45
27949,9492.5
27950,20687.199999999997
27951,9158.199999999999
27952,16757.1
27953,3956.0499999999997
27954,595.15
27955,8703.2
27956,4740.099999999999
27957,5405.4
27958,2092.6499999999996
27959,11780.099999999999
27960,18299.149999999998
27961,3039.6
27962,18895.75
27963,5226.45
27964,14734.899999999998
27965,2211.35
27966,19328.399999999998
27967,18709.9
27968,9900.55
27969,12752.1
27970,15365.75
27971,5750.35
27972,11638.15
27973,2801.9
27974,18950.25
27975,15937.149999999998
27976,18396.1
27977,1553.6999999999998
27978,135.45
27979,20740.8
27980,9591.8
27981,6959.8499999999985
27982,19933.55
27983,7806.749999999999
27984,5995.5
27985,4489.15
27986,10261.4
27987,55.64999999999999
27988,16051.85
27989,17924.95
27990,8201.45
27991,15065.499999999998
27992,2612.45
27993,3317.3
27994,9297.8
27995,20235.55
27996,11528.55
27997,10882.199999999999
27998,948.0999999999999
27999,5009.1
28000,5642.75
28001,12763.75
28002,14014.399999999998
28003,9759.649999999998
28004,14396.1
28005,4180.4
28006,12977.25
28007,17142.499999999996
28008,13626.05
28009,13174.75
28010,18757.949999999997
28011,16539.05
28012,8627.8
28013,4386.549999999999
28014,2957.1499999999996
28015,8741.3
28016,16392.499999999996
28017,11239.15
28018,2027.6999999999998
28019,2748.45
28020,11176.449999999999
28021,8234.3
28022,13401.199999999999
28023,7746.249999999999
28024,15331.099999999999
28025,18586.399999999998
28026,14039.9
28027,1665.4499999999998
28028,11739.4
28029,9907.4
28030,3850.1499999999996
28031,2929.8999999999996
28032,10517.3
28033,569.4
28034,1656.15
28035,6931.0999999999985
28036,5513.95
28037,7750.949999999999
28038,11150.099999999999
28039,7459.449999999999
28040,13478.5
28041,13247.849999999999
28042,8382.05
28043,19214.399999999998
28044,6764.549999999999
28045,16345.899999999998
28046,8420.599999999999
28047,7756.0
28048,12618.65
28049,16908.55
28050,19243.95
28051,20110.199999999997
28052,9622.6
28053,7014.5
28054,3699.35
28055,5209.55
28056,10650.05
28057,10709.55
28058,1410.55
28059,8336.5
28060,6710.75
28061,8807.15
28062,16089.75
28063,19411.25
28064,6576.949999999999
28065,15689.05
28066,193.39999999999998
28067,17118.1
28068,12744.55
28069,14312.8
28070,7109.549999999999
28071,967.6499999999999
28072,2722.35
28073,10612.75
28074,7578.9
28075,3788.55
28076,18811.649999999998
28077,1401.6999999999998
28078,19950.5
28079,8677.15
28080,12493.55
28081,9976.849999999999
28082,13268.699999999999
28083,7100.65
28084,14501.0
28085,662.6
28086,10606.95
28087,2062.35
28088,5206.299999999999
28089,7923.549999999999
